"CountryCode","SeriesCode","Year","DESCRIPTION",
"NLD","SI.DST.FRST.20","YR2015","Estimated from unit-record income data.",
"NLD","SI.DST.FRST.20","YR2016","Estimated from unit-record income data.",
"NLD","SI.DST.FRST.20","YR2017","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR1983","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR1987","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR1990","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR1993","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR1999","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2004","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2005","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2006","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2007","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2008","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2009","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2010","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2011","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2012","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2013","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2014","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2015","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2016","Estimated from unit-record income data.",
"NLD","SI.POV.GINI","YR2017","Estimated from unit-record income data.",
"NLD","SI.SPR.PCAP.ZG","YR2015","Estimated from individual income data. Growth rates are for the period of 2010-2015.",
"NLD","SI.SPR.PCAP.ZG","YR2017","Estimated from individual income data. Growth rates are for the period of 2012-2017.",
"NLD","SN.ITK.DEFC.ZS","YR2000","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2003","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent.",
"NLD","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent.",
"NOR","IT.NET.USER.ZS","YR1990","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1991","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1992","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1993","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1994","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1995","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1996","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1997","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1998","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR1999","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR2000","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR2001","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR2002","Source: ITU estimate.",
"NOR","IT.NET.USER.ZS","YR2003","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2004","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2005","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2006","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2007","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2008","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2009","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2010","Source: Eurostat.;Note: Population age 16-74.;",
"NOR","IT.NET.USER.ZS","YR2011","Source: Eurostat.;Note: Users in the last 3 months. Age 16-74.",
"NOR","IT.NET.USER.ZS","YR2012","Source: Eurostat.;Note: Users in the last 3 months.",
"NOR","IT.NET.USER.ZS","YR2013","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2014","Source: Eurostat;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2015","Source: Eurostat.;Note: Population age 16-74.",
"NOR","IT.NET.USER.ZS","YR2016","Source: Statistics Norway;Note: Last 3 months.",
"NOR","IT.NET.USER.ZS","YR2017","Source: Statistics Norway;Note: Last 3 months.",
"NOR","IT.NET.USER.ZS","YR2018","Source: Statistics Norway",
"NOR","SH.DYN.MORT","YR1960","Uncertainty bound is 22.1 - 23.1",
"NOR","SH.DYN.MORT","YR1961","Uncertainty bound is 21.6 - 22.6",
"NOR","SH.DYN.MORT","YR1962","Uncertainty bound is 21.1 - 22",
"NOR","SH.DYN.MORT","YR1963","Uncertainty bound is 20.6 - 21.5",
"NOR","SH.DYN.MORT","YR1964","Uncertainty bound is 20 - 20.9",
"NOR","SH.DYN.MORT","YR1965","Uncertainty bound is 19.3 - 20.2",
"NOR","SH.DYN.MORT","YR1966","Uncertainty bound is 18.5 - 19.4",
"NOR","SH.DYN.MORT","YR1967","Uncertainty bound is 17.8 - 18.7",
"NOR","SH.DYN.MORT","YR1968","Uncertainty bound is 17.1 - 18",
"NOR","SH.DYN.MORT","YR1969","Uncertainty bound is 16.5 - 17.3",
"NOR","SH.DYN.MORT","YR1970","Uncertainty bound is 15.9 - 16.6",
"NOR","SH.DYN.MORT","YR1971","Uncertainty bound is 15.2 - 16",
"NOR","SH.DYN.MORT","YR1972","Uncertainty bound is 14.6 - 15.3",
"NOR","SH.DYN.MORT","YR1973","Uncertainty bound is 13.9 - 14.7",
"NOR","SH.DYN.MORT","YR1974","Uncertainty bound is 13.3 - 14",
"NOR","SH.DYN.MORT","YR1975","Uncertainty bound is 12.6 - 13.3",
"NOR","SH.DYN.MORT","YR1976","Uncertainty bound is 11.9 - 12.6",
"NOR","SH.DYN.MORT","YR1977","Uncertainty bound is 11.2 - 11.9",
"NOR","SH.DYN.MORT","YR1978","Uncertainty bound is 10.6 - 11.3",
"NOR","SH.DYN.MORT","YR1979","Uncertainty bound is 10.1 - 10.8",
"NOR","SH.DYN.MORT","YR1980","Uncertainty bound is 9.7 - 10.4",
"NOR","SH.DYN.MORT","YR1981","Uncertainty bound is 9.6 - 10.2",
"NOR","SH.DYN.MORT","YR1982","Uncertainty bound is 9.6 - 10.2",
"NOR","SH.DYN.MORT","YR1983","Uncertainty bound is 9.6 - 10.3",
"NOR","SH.DYN.MORT","YR1984","Uncertainty bound is 9.8 - 10.4",
"NOR","SH.DYN.MORT","YR1985","Uncertainty bound is 9.9 - 10.6",
"NOR","SH.DYN.MORT","YR1986","Uncertainty bound is 9.9 - 10.6",
"NOR","SH.DYN.MORT","YR1987","Uncertainty bound is 9.8 - 10.5",
"NOR","SH.DYN.MORT","YR1988","Uncertainty bound is 9.5 - 10.2",
"NOR","SH.DYN.MORT","YR1989","Uncertainty bound is 9 - 9.6",
"NOR","SH.DYN.MORT","YR1990","Uncertainty bound is 8.4 - 9",
"NOR","SH.DYN.MORT","YR1991","Uncertainty bound is 7.7 - 8.2",
"NOR","SH.DYN.MORT","YR1992","Uncertainty bound is 7 - 7.5",
"NOR","SH.DYN.MORT","YR1993","Uncertainty bound is 6.4 - 6.9",
"NOR","SH.DYN.MORT","YR1994","Uncertainty bound is 5.9 - 6.4",
"NOR","SH.DYN.MORT","YR1995","Uncertainty bound is 5.5 - 5.9",
"NOR","SH.DYN.MORT","YR1996","Uncertainty bound is 5.2 - 5.7",
"NOR","SH.DYN.MORT","YR1997","Uncertainty bound is 5 - 5.5",
"NOR","SH.DYN.MORT","YR1998","Uncertainty bound is 4.9 - 5.3",
"NOR","SH.DYN.MORT","YR1999","Uncertainty bound is 4.8 - 5.2",
"NOR","SH.DYN.MORT","YR2000","Uncertainty bound is 4.7 - 5.1",
"NOR","SH.DYN.MORT","YR2001","Uncertainty bound is 4.5 - 4.9",
"NOR","SH.DYN.MORT","YR2002","Uncertainty bound is 4.4 - 4.7",
"NOR","SH.DYN.MORT","YR2003","Uncertainty bound is 4.2 - 4.6",
"NOR","SH.DYN.MORT","YR2004","Uncertainty bound is 4 - 4.4",
"NOR","SH.DYN.MORT","YR2005","Uncertainty bound is 3.8 - 4.2",
"NOR","SH.DYN.MORT","YR2006","Uncertainty bound is 3.7 - 4",
"NOR","SH.DYN.MORT","YR2007","Uncertainty bound is 3.5 - 3.9",
"NOR","SH.DYN.MORT","YR2008","Uncertainty bound is 3.4 - 3.7",
"NOR","SH.DYN.MORT","YR2009","Uncertainty bound is 3.2 - 3.5",
"NOR","SH.DYN.MORT","YR2010","Uncertainty bound is 3.1 - 3.4",
"NOR","SH.DYN.MORT","YR2011","Uncertainty bound is 2.9 - 3.3",
"NOR","SH.DYN.MORT","YR2012","Uncertainty bound is 2.8 - 3.1",
"NOR","SH.DYN.MORT","YR2013","Uncertainty bound is 2.7 - 3",
"NOR","SH.DYN.MORT","YR2014","Uncertainty bound is 2.6 - 2.9",
"NOR","SH.DYN.MORT","YR2015","Uncertainty bound is 2.6 - 2.9",
"NOR","SH.DYN.MORT","YR2016","Uncertainty bound is 2.5 - 2.8",
"NOR","SH.DYN.MORT","YR2017","Uncertainty bound is 2.4 - 2.9",
"NOR","SH.DYN.MORT","YR2018","Uncertainty bound is 2.2 - 2.9",
"NOR","SH.STA.OWAD.ZS","YR1975","Plausible bound is 32 - 39.7",
"NOR","SH.STA.OWAD.ZS","YR1976","Plausible bound is 32.9 - 40.3",
"NOR","SH.STA.OWAD.ZS","YR1977","Plausible bound is 33.7 - 40.8",
"NOR","SH.STA.OWAD.ZS","YR1978","Plausible bound is 34.4 - 41.3",
"NOR","SH.STA.OWAD.ZS","YR1979","Plausible bound is 35.2 - 41.8",
"NOR","SH.STA.OWAD.ZS","YR1980","Plausible bound is 35.9 - 42.4",
"NOR","SH.STA.OWAD.ZS","YR1981","Plausible bound is 36.7 - 42.9",
"NOR","SH.STA.OWAD.ZS","YR1982","Plausible bound is 37.3 - 43.4",
"NOR","SH.STA.OWAD.ZS","YR1983","Plausible bound is 37.9 - 43.9",
"NOR","SH.STA.OWAD.ZS","YR1984","Plausible bound is 38.5 - 44.5",
"NOR","SH.STA.OWAD.ZS","YR1985","Plausible bound is 39.1 - 45",
"NOR","SH.STA.OWAD.ZS","YR1986","Plausible bound is 39.7 - 45.5",
"NOR","SH.STA.OWAD.ZS","YR1987","Plausible bound is 40.2 - 46.1",
"NOR","SH.STA.OWAD.ZS","YR1988","Plausible bound is 40.8 - 46.6",
"NOR","SH.STA.OWAD.ZS","YR1989","Plausible bound is 41.4 - 47.1",
"NOR","SH.STA.OWAD.ZS","YR1990","Plausible bound is 42 - 47.7",
"NOR","SH.STA.OWAD.ZS","YR1991","Plausible bound is 42.5 - 48.2",
"NOR","SH.STA.OWAD.ZS","YR1992","Plausible bound is 43.1 - 48.8",
"NOR","SH.STA.OWAD.ZS","YR1993","Plausible bound is 43.7 - 49.4",
"NOR","SH.STA.OWAD.ZS","YR1994","Plausible bound is 44.3 - 50",
"NOR","SH.STA.OWAD.ZS","YR1995","Plausible bound is 44.9 - 50.5",
"NOR","SH.STA.OWAD.ZS","YR1996","Plausible bound is 45.5 - 51.1",
"NOR","SH.STA.OWAD.ZS","YR1997","Plausible bound is 46.2 - 51.7",
"NOR","SH.STA.OWAD.ZS","YR1998","Plausible bound is 46.7 - 52.3",
"NOR","SH.STA.OWAD.ZS","YR1999","Plausible bound is 47.4 - 52.8",
"NOR","SH.STA.OWAD.ZS","YR2000","Plausible bound is 48 - 53.4",
"NOR","SH.STA.OWAD.ZS","YR2001","Plausible bound is 48.5 - 53.9",
"NOR","SH.STA.OWAD.ZS","YR2002","Plausible bound is 49.1 - 54.5",
"NOR","SH.STA.OWAD.ZS","YR2003","Plausible bound is 49.6 - 55",
"NOR","SH.STA.OWAD.ZS","YR2004","Plausible bound is 50.1 - 55.5",
"NOR","SH.STA.OWAD.ZS","YR2005","Plausible bound is 50.6 - 56",
"NOR","SH.STA.OWAD.ZS","YR2006","Plausible bound is 51.1 - 56.5",
"NOR","SH.STA.OWAD.ZS","YR2007","Plausible bound is 51.5 - 57.1",
"NOR","SH.STA.OWAD.ZS","YR2008","Plausible bound is 51.9 - 57.6",
"NOR","SH.STA.OWAD.ZS","YR2009","Plausible bound is 52.3 - 58.1",
"NOR","SH.STA.OWAD.ZS","YR2010","Plausible bound is 52.7 - 58.7",
"NOR","SH.STA.OWAD.ZS","YR2011","Plausible bound is 53 - 59.2",
"NOR","SH.STA.OWAD.ZS","YR2012","Plausible bound is 53.3 - 59.8",
"NOR","SH.STA.OWAD.ZS","YR2013","Plausible bound is 53.5 - 60.4",
"NOR","SH.STA.OWAD.ZS","YR2014","Plausible bound is 53.8 - 61",
"NOR","SH.STA.OWAD.ZS","YR2015","Plausible bound is 54 - 61.6",
"NOR","SH.STA.OWAD.ZS","YR2016","Plausible bound is 54.2 - 62.2",
"NOR","SI.DST.FRST.20","YR1979","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR1986","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR1991","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR1995","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2000","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2003","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2004","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2005","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2006","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2007","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2008","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2009","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2010","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2011","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2012","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2013","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2014","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2015","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2016","Estimated from unit-record income data.",
"NOR","SI.DST.FRST.20","YR2017","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR1979","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR1986","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR1991","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR1995","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2000","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2003","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2004","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2005","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2006","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2007","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2008","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2009","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2010","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2011","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2012","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2013","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2014","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2015","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2016","Estimated from unit-record income data.",
"NOR","SI.POV.GINI","YR2017","Estimated from unit-record income data.",
"NOR","SI.SPR.PCAP.ZG","YR2015","Estimated from individual income data. Growth rates are for the period of 2010-2015.",
"NOR","SI.SPR.PCAP.ZG","YR2017","Estimated from individual income data. Growth rates are for the period of 2012-2017.",
"NOR","SN.ITK.DEFC.ZS","YR2000","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2003","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent.",
"NOR","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent.",
"NOR","SP.POP.65UP.TO.ZS","YR1960","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1961","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1962","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1963","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1964","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1965","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1966","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1967","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1968","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1969","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1970","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1971","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1972","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1973","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1974","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1975","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1976","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1977","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1978","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1979","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1980","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1981","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1982","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1983","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1984","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1985","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1986","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1987","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1988","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1989","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1990","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1991","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1992","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1993","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1994","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1995","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1996","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1997","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1998","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR1999","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2000","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2001","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2002","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2003","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2004","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2005","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2006","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2007","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2008","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2009","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2010","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2011","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2012","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2013","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2014","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2015","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2016","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2017","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2018","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2019","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.65UP.TO.ZS","YR2050","Including Svalbard and Jan Mayen Islands.",
"NPL","IT.NET.USER.ZS","YR1989","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1990","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1991","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1992","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1993","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1994","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1995","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1996","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1997","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1998","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR1999","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR2000","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR2001","Source: Nepal Telecom.;Note: December 2001.",
"NPL","IT.NET.USER.ZS","YR2002","Source: Nepal Telecom.",
"NPL","IT.NET.USER.ZS","YR2003","Source: Nepal Telecommunications Authority (NTA).",
"NPL","IT.NET.USER.ZS","YR2004","Source: Nepal Telecommunications Authority (NTA).",
"NPL","IT.NET.USER.ZS","YR2005","Source: Nepal Telecommunications Authority (NTA).",
"NPL","IT.NET.USER.ZS","YR2006","Source: Nepal Telecommunications Authority (NTA).",
"NPL","IT.NET.USER.ZS","YR2007","Source: Nepal Telecommunications Authority",
"NPL","IT.NET.USER.ZS","YR2008","Source: Nepal Telecommunications Authority",
"NPL","IT.NET.USER.ZS","YR2009","Source: Nepal Telecommunications Authority",
"NPL","IT.NET.USER.ZS","YR2010","Source: Nepal Telecommunications Authority;Note: December.",
"NPL","IT.NET.USER.ZS","YR2011","Source: Nepal Telecommunications Authority;Note: December.",
"NPL","IT.NET.USER.ZS","YR2012","Source: ITU estimate.",
"NPL","IT.NET.USER.ZS","YR2013","Source: ITU estimate.",
"NPL","IT.NET.USER.ZS","YR2014","Source: ITU estimate.",
"NPL","IT.NET.USER.ZS","YR2015","Source: ITU estimate.",
"NPL","IT.NET.USER.ZS","YR2016","Source: ITU estimate.",
"NPL","IT.NET.USER.ZS","YR2017","Source: LirneAsia",
"NPL","SE.ADT.LITR.ZS","YR2018","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2005","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2006","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2007","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2008","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2009","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2010","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2011","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2012","UIS estimate",
"NPL","SE.ENR.PRSC.FM.ZS","YR2013","UIS estimate",
